attendance,assignment_score,internal_marks,final_marks
64,13,22,76.522619427594
79,17,25,90.53023890527594
99,12,18,73.17383751746422
60,13,19,67.30131613530358
89,18,26,90.60171379545129
80,17,25,88.54321338665576
79,9,17,62.652675150572186
65,14,21,74.47172146738758
81,16,23,86.36217650483326
77,15,25,87.64539520732411
67,17,28,95.98114274003724
98,15,24,88.14579808986757
91,15,21,89.40658799035738
92,15,28,95.18514212391523
75,18,24,90.99812342333222
71,17,22,86.16404464846761
97,16,25,93.20605737223427
93,15,22,83.7143476670937
73,13,15,63.349831517828044
95,14,21,83.10335864604212
92,18,27,100.0
82,18,27,98.94753299274765
61,13,20,74.97757167346313
100,15,22,83.78125453992804
80,16,24,83.92274075397005
61,16,27,84.95998409854653
86,16,26,94.04836164802786
68,12,18,65.41288973066163
60,11,18,62.47251041937757
70,19,30,95.34078199639626
62,20,28,100.0
82,11,17,72.18057346397906
85,15,23,82.52831118027486
63,17,27,86.67056885451761
77,8,10,51.88038091990504
65,12,18,66.68803375673258
94,15,21,88.29731576112513
81,13,20,76.54499601484267
74,16,22,82.09712233016151
81,19,27,99.90495889597314
96,12,18,74.8278948645881
71,15,21,85.34812131385462
97,14,18,81.97076396547114
77,15,25,86.58451976306836
94,15,21,84.3963150512987
89,20,27,100.0
83,19,26,93.65219757530588
89,10,15,64.46443446701333
73,12,21,72.33539022899978
65,13,19,73.40139847257146
62,11,18,65.86803198176122
75,11,16,64.77683615000436
66,14,21,81.13072991809331
73,13,19,73.10148546271161
68,12,19,75.10815437181915
74,20,28,96.2091499660809
80,13,20,79.91177597219715
94,14,21,76.55683318849745
61,17,26,90.94464012666089
86,14,18,76.923154035933
61,12,17,61.54873056221801
94,14,22,81.94000862069022
77,20,30,100.0
73,14,24,82.85686518191544
79,12,17,63.31973960645253
77,16,20,79.95049810426477
69,14,20,76.33624875363522
84,20,25,100.0
61,13,21,72.06511592509622
84,20,30,100.0
92,18,28,100.0
95,14,22,84.70753767008591
90,15,25,90.09806959584945
73,12,13,58.85381358662207
60,13,15,62.7027769679564
75,14,19,77.26402265950142
62,15,22,75.82235390418874
94,11,17,73.16056395612088
100,16,24,87.58710812401219
65,15,23,74.3450677315634
84,16,21,88.4907242043804
72,17,24,91.39877638523893
93,14,20,85.12340018373744
67,16,24,83.88893724892618
80,15,21,78.54791027567815
93,17,26,91.68629713585354
63,16,22,77.64778683230631
84,16,23,88.9438564613572
74,15,24,82.28454953370056
63,19,29,92.48399601393385
71,16,23,79.42462096056552
91,11,16,69.66058724185177
91,14,20,78.0626484442727
87,14,20,78.81298082732447
72,15,21,76.83164762928256
90,16,23,84.71879819450079
73,12,19,71.88694791949382
79,15,23,83.46557746763294
77,14,18,77.51798263832399
88,18,30,100.0
65,12,17,70.04820914981929
91,15,23,86.1619147215661
88,13,17,69.32747874762819
61,20,30,100.0
82,19,30,100.0
78,10,16,58.2001296508076
90,13,19,80.26705037117812
64,18,23,89.52051437590161
78,16,27,90.31221309449379
93,16,26,94.53081073127541
69,16,23,85.49043924272972
84,18,28,93.149830582738
61,17,23,85.52473953419667
70,14,17,75.72308174712207
90,11,17,65.31890248341202
74,10,13,55.719261715491086
68,15,22,84.03080127593844
82,9,13,59.007446467203714
78,16,22,86.97692096566146
68,14,21,68.57264801011111
94,20,28,100.0
80,16,26,89.29566322245127
68,15,22,79.5568048717436
87,10,16,63.3327560446415
66,11,13,62.918675410147884
75,17,27,92.6322079348363
75,14,24,86.19427116775427
92,20,30,100.0
63,15,24,81.32502219648826
63,16,24,81.67374696858506
98,11,17,71.21770022840313
99,18,30,100.0
76,12,22,77.49687756590964
96,17,26,94.04370686518165
98,17,23,95.08802613744976
88,15,24,93.04002042651804
95,20,28,100.0
97,13,18,77.94046113991342
98,20,29,100.0
96,11,21,74.40210755845413
94,17,28,100.0
66,15,25,84.97752394880116
86,13,21,79.41458384123058
87,10,13,59.440923774190864
81,14,21,84.91008130712585
73,14,25,85.9523532058272
66,16,25,83.46065344395161
96,17,28,98.69088609975093
81,13,16,68.65346409343643
64,20,30,100.0
61,13,17,67.71384608353594
86,17,25,95.87632529983289
80,15,25,90.70417213759656
97,14,22,76.94924045613823
74,15,24,82.92069503069922
80,12,18,74.61814324585033
69,14,17,70.65019745327926
82,11,15,68.311922740926
98,13,21,83.40436127255208
64,14,22,76.88586343603457
60,18,30,98.6757924614568
72,14,21,75.90909357948179
80,14,19,72.15287576956915
85,16,24,88.87283578890883
80,16,26,89.37667892748077
77,13,16,69.99755630369003
96,16,25,90.05117187416121
91,14,18,77.95492269548417
95,13,20,80.30910311483268
76,14,22,75.64101126205823
94,18,28,99.43430073452963
70,14,24,78.438436887277
80,16,25,89.97541093503683
85,11,18,69.31729826414684
63,18,28,99.02669906950513
93,13,18,72.71731788338526
77,16,24,89.39481513802399
99,14,16,79.56711875806268
94,16,25,92.97729479247691
100,16,18,82.79852802105486
88,15,24,84.75894902934216
88,9,17,63.05955473979619
97,18,28,100.0
80,15,24,93.24070010784058
72,16,26,87.4846094694878
100,17,25,96.30223910513772
76,14,18,73.30900404552067
68,17,25,85.827308038244
100,13,18,70.80412394564682
60,16,24,83.67404628962706
61,15,23,82.16314218982549
88,14,20,76.29756711698637
92,15,21,87.29829165060181
69,12,14,62.785702343011344
99,16,24,92.49016335445718
80,16,23,83.54756264178832
87,16,23,84.0346532635439
70,20,30,100.0
93,15,26,91.32380144151543
67,15,22,81.72147497481211
81,11,17,66.43570352361472
67,20,30,100.0
74,11,19,71.12181367772439
76,16,22,84.9389311636394
82,13,18,69.72672753471122
83,15,21,86.36915279660543
78,11,12,62.013540670653214
64,18,27,94.7957625800125
91,12,16,72.74421134775568
60,18,28,92.2165941172896
82,12,13,62.466371980890415
96,18,27,100.0
67,13,19,70.31945616474817
72,13,18,63.1615219102292
67,15,24,79.96393783108469
82,12,16,63.34755854347402
60,12,19,69.60038161666449
83,12,17,70.23292946924042
94,16,27,97.48710955852165
83,15,22,89.52803676867171
76,15,24,87.64914043809732
64,14,22,77.46086357950698
79,17,28,100.0
80,18,27,92.00694657148425
99,17,23,93.94281748244767
90,14,22,87.19995747308846
95,11,17,65.71138822634192
74,15,19,83.45817957157385
78,9,15,59.66826833884126
66,14,24,81.90369034027293
87,19,28,100.0
64,12,20,64.60805033942601
64,11,17,64.20609287430348
89,17,26,97.754417916635
91,7,10,54.27514357481503
67,16,24,86.44893432410697
69,19,29,96.63886815795213
97,12,17,75.3934612361277
91,12,20,75.01876404979949
87,17,23,86.06309022046871
76,11,20,73.52828018507968
90,17,25,93.35342142980085
67,12,18,64.7527261364758
99,20,29,100.0
84,17,26,97.5599317832564
68,15,22,72.32627223223243
61,20,29,99.90113855552048
74,18,28,97.60562159359537
62,16,26,85.98559140576505
95,9,11,61.362768117766194
63,13,21,76.47013008364868
73,18,29,100.0
100,11,13,69.93870112191665
100,13,18,75.67777932400618
84,12,20,74.33373500119241
69,16,25,90.89540175033915
80,18,30,100.0
95,18,27,98.77149324745008
71,12,17,68.52258455653661
86,16,27,93.52850464521038
99,12,16,71.10485258311843
61,14,21,79.54553859410531
72,17,27,92.55227452234894
91,18,28,99.90475733311499
90,9,12,57.19286117021736
75,15,23,84.72599932370078
91,19,28,100.0
91,16,21,89.17263308703204
93,15,22,85.01180902682269
70,13,16,65.1340259094736
69,19,27,92.66548836362782
74,13,17,71.34011117030755
76,15,24,84.12309636512745
99,14,22,86.80380123691583
77,15,26,88.03810276370889
68,19,27,93.00447885647831
84,12,18,72.55294482009711
99,15,20,86.30578306624028
73,16,23,86.98500999388536
84,13,19,76.05908852237899
81,15,26,87.48620281123846
89,20,30,100.0
79,10,15,64.191814199848
80,14,23,84.26266940091422
91,16,25,95.69281204278215
80,14,21,81.02676962877699
94,20,30,100.0
91,17,25,96.52285212046559
89,12,24,81.99416011360783
98,8,14,59.268050872990045
71,16,23,89.19751277279434
100,13,21,86.02965080875852
77,19,30,100.0
80,14,22,88.22051313793017
72,13,21,74.86164682849474
80,13,18,77.67705625275457
67,18,26,90.81683239784837
99,16,27,96.52497375268354
66,20,30,93.75397562785349
82,14,20,79.68772393963134
91,18,27,98.85106157834755
70,18,26,92.73001327298486
81,17,27,96.67928544480226
81,13,18,71.80872984626981
84,16,24,90.09218390732649
81,15,21,83.40790197686765
87,15,27,92.59559854411967
88,13,21,80.88838144479907
72,9,15,58.62631730284669
77,19,30,100.0
61,16,23,79.84756107294115
88,11,20,76.96015747190128
80,17,25,99.35037952323877
74,19,30,98.23889395231728
86,17,25,92.21276389242136
90,12,19,78.18057779426027
74,13,20,67.60132951816128
82,13,20,80.5462413108945
83,18,24,93.48122171027607
72,16,22,78.64329088423418
81,20,30,100.0
96,10,12,58.16187325883135
92,15,24,84.98652706694926
62,9,19,65.11984357825223
78,17,27,87.43612724577952
82,18,30,96.9488047973829
88,19,30,100.0
89,16,25,89.89806999983226
98,9,14,61.94261187873512
84,15,22,84.86893754414174
96,16,24,95.94382612005744
67,12,17,65.24445378158792
75,14,22,76.02389741003724
67,11,21,67.93438887396316
60,13,22,70.90903824488615
64,18,27,92.02889697638314
62,17,27,96.5723165417214
60,11,16,64.12038422296223
63,13,22,73.04430195912094
99,15,19,82.33382024559197
94,16,28,98.4872132716749
91,13,18,71.16631749249521
93,16,23,87.31135659069724
84,15,20,80.98981582508655
69,7,11,44.12898945318279
80,13,18,69.77788346150132
98,13,22,80.685594720815
86,17,27,90.97009332604644
86,17,24,90.63188230936623
61,10,13,62.797489126782985
100,16,23,92.04769826866001
72,15,21,80.98359072518801
68,15,22,81.74675688949205
95,13,18,79.93501063189638
81,15,25,88.12113258434259
85,18,26,98.35435109223091
71,15,24,83.94144870366796
76,15,24,80.22707111905142
73,14,17,73.5738703308714
73,18,28,96.69925340103616
93,11,13,61.22437562177467
79,13,18,69.66796020481355
70,11,18,64.16569279418427
75,16,24,87.52897020125597
90,19,28,100.0
65,14,17,66.83825804048034
78,12,20,73.25606740006208
96,20,30,100.0
63,16,22,73.6368465712395
63,16,22,82.62448666721082
79,14,23,76.56439532338405
69,17,26,89.79309293565403
83,16,21,84.13071686499359
94,14,20,78.35732279450755
85,14,25,88.81568644734615
96,12,20,81.36261718912834
97,12,18,73.22826732906756
80,14,21,75.55555403456985
99,18,23,97.7420790166315
98,12,21,82.75486607938075
80,18,26,97.9981356282442
69,13,18,69.5432863192055
97,10,16,70.34790760492471
63,17,24,86.7947636603833
79,20,26,100.0
76,12,19,72.40977747852416
66,10,12,54.286161211801826
63,16,24,87.34617953954593
88,12,19,70.3491496228338
73,17,25,89.64540249610897
62,18,26,95.34742515637392
83,16,27,84.35206005756541
96,17,29,100.0
75,17,24,88.57536521781421
63,18,26,95.09698028916799
83,15,21,82.31890488534599
93,17,25,93.40301359629244
89,15,22,88.12651842455902
77,16,27,87.01431097831188
78,20,30,100.0
90,16,22,86.81233196977628
78,11,15,64.17219142421479
78,14,22,74.56056511060423
81,14,20,78.6646382255934
83,14,22,79.19144503630181
71,18,27,90.27842828981674
89,18,28,98.50043672424341
97,15,22,82.70380684352632
90,11,14,61.41540000126273
95,15,22,86.45649720349566
78,13,24,81.61384742919473
95,16,26,96.82182271456242
89,15,20,81.86326869470749
92,19,30,100.0
77,16,24,88.51864431265383
87,13,19,78.82896169953675
70,11,16,67.74434306433419
92,15,23,83.73381287640696
76,15,25,89.625125675399
65,14,21,75.793434459662
63,17,26,89.0841582197957
79,11,19,64.59905901599562
86,13,19,77.38466417781551
74,15,23,85.95082855101822
65,13,20,71.6159397628435
73,14,21,83.93932378668822
70,15,23,80.51829850075221
98,17,24,96.89873024767054
68,15,24,86.91559768101126
85,9,12,60.49655116348609
75,13,20,70.46021994778613
64,16,24,84.11224917140532
69,17,24,86.85327303308415
62,17,29,96.17807839398532
72,18,30,95.86893054897297
89,15,21,77.67021515778512
65,16,26,85.54645235403308
76,12,18,71.90701414862367
78,8,11,51.46005194069708
94,11,17,70.7419961872036
85,13,21,76.3550495496228
64,11,17,58.029151285373864
88,14,20,74.6448338675419
96,14,24,87.78678642848881
79,18,30,100.0
80,12,17,68.98422509070191
69,15,23,78.64045706515364
64,14,18,71.49153240934089
95,12,20,72.78207637126388
65,13,22,73.54850688973616
85,9,14,57.57273829685908
63,17,23,87.53411488537648
98,19,30,100.0
98,14,25,93.48618857453354
94,15,22,90.85528644965953
60,14,22,73.75864246728281
83,13,21,83.79332109618058
95,17,27,93.55607232808553
65,16,24,87.6143529478942
100,6,13,53.59885714245192
90,12,15,71.60057395557682
79,9,10,56.426790856852875
83,20,30,100.0
84,14,24,79.9663803550712
95,16,26,89.65270948215
80,14,18,74.18928434131807
89,18,30,96.91605734843357
83,18,28,96.91544857228502
89,14,19,72.55272303579923
81,20,30,100.0
87,16,26,87.83435299869353
66,11,19,66.3660545209693
94,15,22,92.15701617538689
87,17,27,93.4652231459844
73,15,22,82.09135728632792
69,14,21,74.88680352864169
75,20,30,100.0
75,11,19,72.4069635737806
84,20,30,100.0
72,11,15,63.99339153810427
65,14,19,74.29575923251846
68,14,19,75.31994817807508
95,19,29,100.0
79,19,26,99.7104230031521
77,11,14,67.08167016020641
80,19,28,99.74750214540026
63,19,27,88.99375331208505
92,15,24,88.67316353995713
86,18,26,96.59966778641274
66,18,25,89.40681231536055
65,14,26,79.99098016483676
74,15,18,76.63071892108286
77,17,27,97.2598471358937
91,10,16,68.24782937303212
70,14,20,69.2447209261032
79,11,15,69.20793745275039
83,19,30,99.56977850509826
74,14,25,83.97290708795241
66,16,23,89.81700022585389
80,14,20,80.0967684103269
85,14,23,82.21334250660425
73,16,24,89.66950799310142
96,13,21,78.24519380152265
80,14,22,87.24685832559967
77,14,21,79.69497110486982
64,14,21,73.33300835509569
62,16,25,85.2545710868197
82,14,19,77.52779586931601
85,20,29,100.0
96,17,26,94.21539882623892
83,11,16,65.77855900129022
78,17,30,97.5720466683256
84,13,20,80.18744612944751
80,15,19,77.3634410800044
71,13,14,68.17988335006528
100,8,14,63.60572480880706
92,15,23,90.59351667314678
66,16,23,82.30302905307013
81,16,24,89.17258717610162
92,13,20,77.50418091056127
76,20,30,100.0
83,11,16,70.88434641717626
93,13,21,84.82153254635541
87,12,16,66.80038637042894
100,20,30,100.0
98,19,30,100.0
81,11,20,66.20492487408639
76,13,16,66.6528294204276
93,13,19,79.39485568111115
65,13,20,74.22242198635043
65,12,21,72.92021707479263
93,13,20,76.53548264602723
60,18,30,95.79016969695758
69,20,29,100.0
80,10,16,69.77357378236532
64,12,19,75.30128876729107
61,16,27,82.33830775477314
81,10,17,67.0033343017743
61,16,25,82.93665202100335
69,17,27,91.35566003482309
93,17,23,90.83064903641822
75,17,25,93.05280938489688
98,13,17,75.54169799373962
81,14,20,76.45111130975943
71,11,16,69.1678024275543
83,16,19,82.12752210906582
99,20,30,100.0
97,16,22,89.32680917484537
69,13,17,70.12431465273848
94,18,27,100.0
91,20,29,100.0
66,16,25,89.38791916985002
80,17,24,89.00062566517069
79,17,25,94.85646545060656
85,10,20,76.32243187276805
63,14,22,78.59700340680138
81,13,18,70.7516236124544
74,18,29,98.0515664265611
99,17,29,100.0
80,15,24,83.39958924344403
74,13,18,72.54340813933354
81,10,17,65.42041195939164
87,15,21,83.20068716936527
73,12,21,70.04811502131588
86,12,18,70.76027741500049
100,18,26,99.66843572058134
87,14,24,82.95242202847774
85,10,20,65.82003812331949
61,13,20,67.78993797679709
84,18,26,93.61043775470945
62,16,22,81.794673516622
67,14,18,74.06873491334221
92,15,20,82.21720753135541
94,9,14,62.18950646167545
65,9,16,63.34131300097862
98,20,28,100.0
82,17,27,95.08043502457188
84,15,21,81.15042223536786
78,14,20,81.02605071156816
64,10,13,58.61316362927768
70,18,30,100.0
71,12,21,76.08686340573041
69,17,24,85.49076233990036
67,15,21,76.09375009896965
83,15,24,83.67501767451957
87,11,20,71.93839111807888
100,11,20,73.43091448222125
95,16,23,89.49041918844779
96,15,22,81.93393972548853
80,15,20,79.79570054119228
67,16,23,78.61353400958203
68,9,14,52.23730416981682
74,18,24,90.16056368339862
99,14,20,79.42849394853607
77,19,29,96.57885865418085
79,9,10,53.473012971844014
65,17,26,89.15910562129076
71,17,28,93.40556898426763
61,11,18,66.28266931050602
66,13,19,75.39867422534843
75,12,20,74.03545976228925
62,18,30,93.70857300991837
62,16,25,82.8247218981633
86,20,30,100.0
99,16,23,88.92227092595866
97,17,25,99.64934819302192
92,19,30,100.0
87,17,29,100.0
60,14,20,68.87182413213125
67,13,19,75.96352366595845
96,15,21,87.06297452767697
91,17,25,96.36060449913388
96,13,17,77.48280090378643
63,17,26,91.8355406833081
89,16,21,88.69123167440058
65,11,15,60.130968353309285
78,17,25,93.69626869174576
91,15,20,84.62953235685552
68,13,18,73.33378203625773
71,15,20,75.67730435778675
70,13,22,81.54117853539356
75,16,27,96.21064398722022
60,14,19,69.39191391040964
80,10,21,70.41963395249842
89,15,21,85.59353014040204
72,14,20,74.52358452411487
93,17,26,89.06872128317023
63,18,28,92.17232715867061
87,13,19,77.74185671995332
97,13,22,81.60487666159926
90,10,17,68.33967688201461
86,13,19,77.2775495004232
64,14,21,71.3806752635941
84,11,15,63.76275678398282
62,18,25,90.06935019832798
92,16,22,82.38240028944509
63,15,24,83.24314348651025
84,15,23,85.26033576713404
79,16,24,86.53087248520754
93,17,24,96.58458310656621
85,17,24,89.16490417267796
64,14,21,78.75921186356597
94,15,22,87.0229626654824
87,16,24,90.30017104622948
88,14,20,76.81509551656694
68,18,26,91.27008382273182
97,19,29,100.0
65,16,25,82.45284485787074
78,12,17,70.21895073014187
70,17,21,85.48876206556919
61,16,21,80.43929381098212
68,12,20,68.88601332887256
80,16,26,90.43653992646344
83,13,21,80.34102389737143
93,17,27,96.49274636383635
81,17,28,90.32843078306452
62,16,23,80.93134729854314
71,15,23,81.31679657523182
87,9,12,54.44195415450365
89,11,16,75.69339975472107
85,15,26,87.88560907734234
80,20,28,100.0
87,17,23,96.41799771540492
85,20,30,100.0
92,15,22,83.00817149955162
80,15,23,87.67045647394639
94,19,30,100.0
93,15,22,84.27855299981246
100,12,22,86.2801069846141
77,16,26,92.79132615571717
70,18,25,93.20113002265414
82,13,19,73.10237404935826
81,17,27,94.63037860999519
76,15,21,79.06125398807055
64,16,20,81.50264465791015
70,16,28,88.25563421251468
89,14,19,75.67990690877924
74,15,24,87.66981058817328
86,14,22,88.5583282013593
94,15,21,89.22780952116862
92,12,22,74.37051531989721
79,13,20,79.56188927007089
75,14,21,82.52110504467439
93,16,21,84.36249849168469
61,11,12,59.154533938330765
94,15,22,87.72900886180895
99,13,22,82.10245247512694
87,14,17,76.27513594086801
98,13,20,78.9282409861203
65,16,24,86.3756537932741
68,15,25,84.87952120467615
79,17,28,94.73270927790668
60,16,24,87.75702533472935
67,10,15,59.963752989856395
82,12,17,68.18106941071318
62,14,19,73.8086392250694
63,15,21,78.65303025168717
84,12,16,69.08136841176848
97,19,28,100.0
74,18,27,94.81974259106192
80,10,14,59.29460982368379
94,16,24,86.41293781356163
73,15,22,82.68381943814482
95,19,30,100.0
71,10,15,61.78607714926783
76,20,29,100.0
98,12,16,74.39962676359858
68,16,24,87.23828880924722
94,13,22,88.54496703234648
72,14,22,81.04336083754087
74,10,17,66.53522559717486
77,19,30,100.0
92,14,23,85.34217904147935
65,14,23,79.14209828658171
86,20,30,100.0
82,18,26,92.06076122556308
86,13,21,78.33502188216615
93,13,15,75.85688650922485
97,16,27,93.02205289089113
73,17,27,93.50495932227757
95,20,30,100.0
67,10,13,54.195618835697374
94,17,28,96.19313968249097
78,18,28,100.0
89,13,18,78.62282323689763
73,14,21,79.20881729341808
79,10,15,62.5807253074674
84,13,19,77.46664644076968
99,16,21,89.1376868615509
83,20,30,100.0
73,20,28,100.0
85,12,16,68.7507041689367
97,19,30,100.0
82,9,11,48.30597149838857
81,13,19,74.71410839923607
78,14,19,78.71768937382735
62,16,27,85.88927668724622
78,15,25,83.60580065665567
68,16,22,82.4086208158316
87,14,19,75.47624826612464
79,18,29,95.87356957629136
66,17,26,89.48665974158371
73,14,20,77.13956485029105
68,18,26,95.84867723566913
78,20,30,100.0
73,13,21,76.58618553087412
97,20,30,100.0
95,13,23,88.04984052028371
99,19,27,100.0
76,13,20,74.36086023699188
89,17,28,97.0265881437559
68,16,22,78.13268316203485
92,10,14,60.40696826328971
84,20,30,100.0
73,12,17,67.97572819136992
70,11,14,59.0026168457554
94,13,18,73.02119940106448
100,20,30,100.0
73,11,17,66.4005217673155
89,16,21,81.49176515868052
100,12,17,76.09070519573174
63,12,22,72.90059133996358
63,10,15,60.37874233101411
87,16,24,92.86022674309051
67,15,23,78.75351062710008
61,12,18,70.82040033557507
100,18,26,100.0
100,16,23,92.69713363033492
75,19,30,99.99799621483528
88,14,25,88.36668137186916
89,16,25,95.10356432261045
71,14,19,78.83483299797129
94,10,15,66.22041783468497
70,16,23,85.45113845403432
80,15,24,79.11915619896459
80,15,23,86.3189704146435
64,16,24,84.26343154615117
79,19,26,96.63234423167809
96,14,17,78.36217224930405
62,12,16,68.81492383561246
92,14,22,90.01241960698118
68,15,25,87.72970377016037
68,18,26,89.83308541693634
63,15,21,73.64402789414291
94,12,18,78.09071236089028
76,17,27,91.56582403287915
93,17,27,97.00631591162505
83,15,23,83.50733145371402
91,18,30,100.0
60,18,30,91.74284608768303
67,14,19,72.89461544815073
82,12,15,69.08884087853615
99,15,20,82.6400277206289
71,17,28,90.56359371168989
71,15,19,74.94034198957522
74,12,19,73.36061114304964
100,15,22,90.00755385607914
78,9,11,55.33595332087168
85,14,21,81.68350927935948
88,18,27,96.95009053883518
81,18,29,100.0
80,14,19,76.42991586648183
97,17,24,92.67938873978011
79,11,18,72.16571026983554
88,14,21,81.46523226378945
63,19,30,98.15437177250573
66,14,20,74.65118527476385
87,20,30,100.0
87,13,22,81.94342828907283
63,19,25,91.14434045598935
81,15,23,83.56498077443658
71,12,18,69.39737850539302
62,19,27,94.32932378699086
81,11,16,69.2255464049486
61,13,20,73.5579358257808
83,16,23,86.07625254268149
93,15,23,85.74763302520103
86,16,22,86.3767605104188
100,14,21,83.99464118815152
60,11,18,61.98992475787392
67,13,21,74.47780755841414
82,19,30,100.0
97,11,16,67.96623730749774
65,20,29,100.0
81,16,25,87.65327882976865
84,13,22,85.77375305227886
77,9,14,52.80233873474044
76,9,17,60.90320302707776
71,14,22,81.50109838649942
65,14,20,77.40282448741996
85,15,22,84.69424203047276
86,20,30,100.0
67,17,22,91.14729986590704
78,15,21,79.59877482426174
60,19,30,97.92656205231691
88,15,25,86.3378198472905
94,20,30,100.0
99,13,20,80.31893701208888
73,12,17,66.09524068420004
94,9,12,59.214289808175
79,15,24,84.02946398340607
72,11,16,66.20042460166486
97,11,20,75.16274048899784
67,18,28,100.0
79,10,16,66.61463226709421
92,15,20,87.41283977419384
85,15,18,82.6906786364771
98,15,23,87.97015230371909
80,19,28,100.0
100,13,21,87.76851429797408
68,19,27,96.1388885965138
83,10,14,64.94219544569418
96,17,28,95.91855035198367
100,19,29,100.0
83,15,23,90.70187911790521
80,15,26,90.64871371867973
98,15,23,88.06448336130696
100,20,30,100.0
98,13,21,81.28142875620043
72,11,17,64.6635461261902
70,15,25,86.58271291533791
78,18,29,97.85821012348802
70,17,27,80.26145020622195
72,15,25,84.98914280094245
60,14,20,70.94542732352204
99,9,12,65.85942364727285
78,17,23,89.20792654120129
71,17,25,87.52078201379135
67,13,17,69.10509989695082
71,12,17,63.11961780584144
92,18,29,100.0
85,14,23,83.27076588259622
98,15,22,91.35710719301134
87,17,27,98.03774449339215
64,16,24,85.50105917961993
67,17,22,87.54350547114643
84,16,22,81.0971481337677
86,16,23,87.0319416438593
82,16,24,82.50369962663726
89,16,23,86.99391685968011
82,17,24,91.64124148116018
79,11,18,70.14748212063222
77,13,21,75.24890717056564
77,14,20,74.82346050532996
61,16,22,79.36817344379244
63,20,30,100.0
89,13,25,86.6635309529311
92,18,25,96.14188463243914
95,13,21,82.77660566302944
77,19,28,100.0
96,20,30,100.0
78,10,13,56.96161781198368
87,14,18,74.6814748035658
99,8,10,57.384970424661894
79,10,14,58.06658134073977
92,10,15,68.89830299808641
71,17,27,84.85026392666352
74,16,22,77.85110373429778
100,17,24,94.69929511423756
98,17,30,100.0
61,16,24,80.08400676748707
88,15,23,88.91358977506721
100,15,24,92.09543963747868
69,18,26,95.56458655993467
61,15,22,73.4254610204903
70,17,25,88.98657057167247
72,8,12,57.681856073955984
69,11,18,63.01587976234975
73,18,28,99.12351750374057
77,13,15,65.73807634751589
68,11,18,64.4191822064244
98,17,25,93.76457675573491
87,15,23,86.77919802926802
62,14,20,68.06757996727174
79,20,30,100.0
65,19,30,100.0
86,14,22,80.30069415590455
61,17,28,90.99026322912624
88,8,12,52.67063734738398
97,18,27,94.40511202969675
62,12,18,68.05717482962277
75,11,14,57.45386902006143
89,10,10,54.76030137863971
99,9,12,57.33618930831252
61,18,29,94.0749309096191
76,17,28,95.04954876355866
100,13,15,74.36208603805557
71,18,30,98.66248358627367
94,13,18,79.80688550776668
60,16,21,80.40537856404954
74,14,23,77.6812967931736
85,15,21,84.24874764580001
96,12,23,85.72943705375985
80,13,18,68.31458502451275
90,17,25,95.14947413289116
84,17,24,91.054949936035
82,14,21,77.0922327351106
83,10,17,64.9395328676858
97,20,27,100.0
87,15,24,87.55772811555985
80,16,23,86.56586549741314
77,11,15,63.78970454095167
95,19,26,100.0
94,19,30,100.0
68,10,16,61.213868410738975
97,15,21,92.54599660072094
89,14,23,81.1649347569485
93,20,30,100.0
91,19,30,100.0
62,11,20,66.25534991283402
62,13,20,76.17210358750002
87,12,22,78.2342615610734
74,16,27,92.32973288745514
100,20,30,100.0
82,15,19,79.24590376792712
99,17,26,90.75031953491649
70,13,20,72.01650763143707
91,16,24,88.17075886254253
95,14,21,79.87271350912708
92,10,16,70.88981367389165
83,16,26,85.25023462123646
98,15,19,83.53529749218954
93,12,21,79.99096046760027
87,20,27,100.0
96,13,19,73.82416283313826
66,17,24,80.02527831280861
63,14,20,72.72324684371192
96,20,30,100.0
60,14,21,75.20027616933587
60,10,16,59.76849994030323
79,17,27,87.77048615274607
78,20,26,98.8748135134867
88,14,20,78.78674750878994
69,17,27,89.05443078173658
77,15,24,83.59607477845174
87,14,17,72.10851424644167
94,18,29,100.0
90,13,21,82.40117022297159
86,15,21,74.43644535829493
70,16,25,92.91837256330938
97,16,24,87.80369153553706
64,13,20,75.7035817656135
67,20,26,99.56920552642569
93,19,28,99.62280468693376
71,18,29,95.19752764492401
97,19,30,100.0
60,15,24,86.07956281425002
90,14,21,80.52563797086006
63,12,19,67.8737788894088
64,13,19,71.48328989466162
89,12,16,67.13622641884007
83,13,19,75.16817030855778
62,16,27,85.87552124776977
70,18,29,91.27589166386528
63,18,25,92.88471043285462
85,11,16,63.71196388352186
86,17,24,92.34640685456405
86,18,27,95.6716648001515
65,14,23,81.20873554805516
74,19,30,100.0
89,18,24,95.40631272959114
96,11,18,73.3491939102855
96,20,30,100.0
96,13,19,76.7147550646549
94,18,25,99.5112952733556
82,18,30,100.0
65,11,13,60.89889470103414
63,16,23,86.3540174891441
77,18,28,94.19058150969148
68,11,17,72.48055147557696
88,15,25,88.63297750828794
72,18,25,95.8254633204703
76,18,28,98.15195095073429
91,14,21,80.74896986409604
81,20,30,99.72303507885427
63,19,28,96.96460203936844
64,16,24,86.5330426590678
96,13,19,77.44010176383061
100,12,17,76.5313774692895
72,16,23,89.88103904253751
93,19,29,100.0
81,15,20,78.91464403741149
82,12,18,68.49787587750046
62,17,24,88.78166817384029
93,16,24,93.07384621175999
91,17,25,94.24436546364964
80,13,21,81.0247644697731
80,14,22,80.03930281321631
70,13,20,76.39983879482823
98,16,24,92.20664429021014
63,14,21,72.23042994800763
